age_group,gender_id,income_bracket,household_size,commute_minutes,orders_per_week,order_windows,avg_spend_aed,tip_pct,fav_cuisines,spice_level,max_radius_km,diet_style,allergens,pack_sustain_score,traceability_interest,pay_premium_cn,liked_features,sub_bundle_yesno,jar_return_likely,mood_menu_value,chef_live_interest,group_cart_value,reorder_nudge_optin,nps,adoption_timing,max_wait_min,fav_discount,primary_concern,badge_influence
35-44,Man,10-20k,1,23,2-3,Snack 14-17,33.9,11.0,Desserts / Bakery,4,7.6,Omnivore,None;Nuts,3,2,Maybe,Freshness alerts;Dynamic off-peak pricing;Reusable-pack rewards;Mood-weather menu;AI meal-builder,Yes,3,3,4,3,No,6,1-3 months,63,Off-peak % discount,Quality trust,4
25-34,Woman,20-35k,3,49,2-3,Dinner 18-22;Lunch 11-14;Late night 22-02,35.83,2.1,Indian;Western-comfort;Asian-street,1,7.5,Omnivore,Dairy,3,4,Yes,Freshness alerts;AI meal-builder;Reusable-pack rewards,No,5,3,1,3,Yes,7,Immediately,27,Free delivery,Quality trust,3
18-24,Woman,<5k,3,63,2-3,Snack 14-17;Dinner 18-22;Lunch 11-14,39.82,5.5,Healthy bowls;Desserts / Bakery,1,11.3,Omnivore,Nuts;Soy,5,4,Maybe,Mood-weather menu;AI meal-builder;Group cart & split pay;Community impact badges,Yes,2,5,2,3,Yes,10,1-3 months,49,Free delivery,Price,4
18-24,Woman,20-35k,1,31,2-3,Lunch 11-14,116.57,6.4,Western-comfort,2,6.9,Omnivore,None,5,4,Maybe,Dynamic off-peak pricing;Group cart & split pay;Chef livestreams & AR plating guides,No,4,4,4,4,No,6,Within 1 month,53,Loyalty points,Delivery speed,3
25-34,Man,10-20k,4,5,2-3,Lunch 11-14,41.08,14.4,Indian;Asian-street,2,8.3,Vegetarian,Soy;Gluten,3,2,No,AI meal-builder;Freshness alerts;Community impact badges;Mood-weather menu,No,3,2,4,4,No,8,After friends’ reviews,44,Loyalty points,App ease,1
25-34,Man,<5k,2,21,2-3,Dinner 18-22;Lunch 11-14,42.41,1.0,Indian,2,6.9,Vegan,Nuts;None,3,4,Maybe,Mood-weather menu;Community impact badges;AI meal-builder,No,3,3,4,4,Yes,8,Immediately,33,Free delivery,Quality trust,3
25-34,Man,<5k,4,37,0-1,Late night 22-02,112.91,7.8,Western-comfort,2,10.6,Omnivore,None,3,4,Yes,Freshness alerts;Dynamic off-peak pricing;Chef livestreams & AR plating guides,Yes,4,2,3,5,No,6,Within 1 month,38,Off-peak % discount,Delivery speed,4
35-44,Woman,10-20k,4,61,2-3,Dinner 18-22;Lunch 11-14,72.92,4.1,Western-comfort;Desserts / Bakery,1,3.3,Vegetarian,None;Dairy,4,3,No,Community impact badges;Dynamic off-peak pricing,No,3,4,3,3,Yes,5,1-3 months,45,Loyalty points,Packaging waste,5
25-34,Woman,5-10k,2,5,0-1,Lunch 11-14,66.49,5.7,Indian;Desserts / Bakery,2,8.1,Omnivore,Nuts,3,3,Maybe,Group cart & split pay;Dynamic off-peak pricing;Reusable-pack rewards;Community impact badges;Chef livestreams & AR plating guides,No,4,4,4,5,Yes,3,Immediately,40,Free delivery,Delivery speed,3
25-34,Man,10-20k,2,42,0-1,Dinner 18-22;Late night 22-02;Snack 14-17,123.98,15.2,Western-comfort;Indian;Arab,3,7.1,Omnivore,Dairy;None,3,3,No,Freshness alerts;Reusable-pack rewards;Community impact badges;Dynamic off-peak pricing,Yes,4,3,3,3,No,5,1-3 months,33,Free dessert add-on,Price,3
25-34,Man,20-35k,3,10,0-1,Dinner 18-22;Late night 22-02;Lunch 11-14,32.21,15.0,Desserts / Bakery;Indian;Western-comfort,4,5.7,Vegetarian,Nuts;None,2,4,Maybe,Chef livestreams & AR plating guides;AI meal-builder;Group cart & split pay;Reusable-pack rewards,No,5,2,3,3,Yes,3,1-3 months,33,Loyalty points,Quality trust,4
25-34,Man,5-10k,3,5,4-5,Lunch 11-14;Dinner 18-22,55.83,0.0,Western-comfort;Healthy bowls,2,8.0,Omnivore,None,3,4,Yes,Group cart & split pay;Mood-weather menu,Yes,3,5,2,4,Yes,10,Immediately,53,Free delivery,App ease,3
18-24,Man,5-10k,2,58,4-5,Late night 22-02,103.1,11.2,Asian-street;Desserts / Bakery,3,7.4,Omnivore,Dairy,5,4,Maybe,Dynamic off-peak pricing;Freshness alerts,No,2,2,4,4,Yes,4,Not interested,44,Free delivery,Quality trust,2
45-54,Man,35k+,1,63,2-3,Dinner 18-22;Lunch 11-14,47.56,13.0,Indian;Western-comfort,4,7.7,Low-carb,None,5,3,No,Reusable-pack rewards;Freshness alerts;AI meal-builder;Group cart & split pay,No,3,5,4,4,Yes,5,1-3 months,52,Off-peak % discount,Quality trust,3
18-24,Woman,<5k,1,32,4-5,Lunch 11-14;Snack 14-17;Dinner 18-22,77.23,7.4,Asian-street;Western-comfort,2,7.3,Vegan,Dairy;Soy,3,3,Yes,Freshness alerts;Reusable-pack rewards;Community impact badges;Mood-weather menu,No,5,4,3,4,No,4,1-3 months,33,Loyalty points,Quality trust,3
35-44,Woman,20-35k,1,77,4-5,Lunch 11-14;Dinner 18-22;Late night 22-02,122.14,10.3,Western-comfort,2,4.1,Vegetarian,None;Gluten,4,4,Maybe,Dynamic off-peak pricing;Mood-weather menu;Chef livestreams & AR plating guides;Community impact badges,No,4,5,3,4,Yes,6,Not interested,26,Free delivery,Price,5
35-44,Woman,10-20k,4,16,2-3,Dinner 18-22;Snack 14-17;Breakfast 6-10,68.83,6.0,Arab;Indian;Asian-street,1,10.3,Vegan,Soy,5,3,Maybe,Dynamic off-peak pricing;Chef livestreams & AR plating guides,Yes,5,4,2,2,No,6,Not interested,41,Loyalty points,Price,4
35-44,Non-binary,20-35k,1,5,4-5,Dinner 18-22,27.93,9.9,Western-comfort;Desserts / Bakery,2,10.7,Omnivore,None,3,3,Maybe,Mood-weather menu;Chef livestreams & AR plating guides,Yes,3,4,2,3,Yes,9,Not interested,33,Free delivery,Delivery speed,4
35-44,Man,5-10k,6,89,6+,Lunch 11-14;Snack 14-17,127.69,4.1,Western-comfort;Indian;Asian-street,2,6.0,Pescatarian,None,3,5,Maybe,Mood-weather menu;Community impact badges;AI meal-builder;Dynamic off-peak pricing;Reusable-pack rewards,Yes,3,3,1,3,No,3,After friends’ reviews,46,Loyalty points,Packaging waste,2
35-44,Woman,10-20k,8,138,2-3,Lunch 11-14;Dinner 18-22,367.3131,29.617413,Indian;Western-comfort,2,8.2,High-protein,Dairy,4,5,Maybe,Freshness alerts;AI meal-builder;Group cart & split pay,Yes,4,2,4,3,Yes,0,After friends’ reviews,31,Free dessert add-on,Packaging waste,5
25-34,Woman,5-10k,5,23,4-5,Snack 14-17;Dinner 18-22,47.95,5.5,Healthy bowls;Desserts / Bakery,3,9.3,Vegetarian,None;Gluten,4,4,Maybe,Reusable-pack rewards;Mood-weather menu;Dynamic off-peak pricing,Yes,4,5,3,3,Yes,7,Immediately,15,Free dessert add-on,Price,3
35-44,Man,35k+,2,13,4-5,Breakfast 6-10;Dinner 18-22,54.55,0.1,Indian,2,10.8,Omnivore,None;Nuts,3,4,No,Freshness alerts;Dynamic off-peak pricing;Chef livestreams & AR plating guides;Community impact badges,Yes,5,3,2,3,Yes,7,Within 1 month,51,Loyalty points,Delivery speed,4
55+,Woman,5-10k,3,48,4-5,Lunch 11-14;Dinner 18-22,85.2,9.2,Western-comfort;Indian,2,6.7,Omnivore,None,2,4,Yes,Freshness alerts;Group cart & split pay;Chef livestreams & AR plating guides,Yes,3,4,3,4,No,7,Not interested,52,Loyalty points,Price,4
25-34,Man,<5k,5,31,2-3,Lunch 11-14;Dinner 18-22;Snack 14-17,27.0,4.5,Desserts / Bakery,1,6.7,Omnivore,Eggs,4,4,Yes,Freshness alerts;Reusable-pack rewards;Community impact badges,Yes,2,4,3,4,Yes,6,Immediately,44,Free dessert add-on,Delivery speed,3
25-34,Woman,5-10k,2,19,2-3,Lunch 11-14,60.85,7.3,Indian;Desserts / Bakery,2,10.5,Omnivore,Nuts,4,4,Maybe,Reusable-pack rewards;AI meal-builder;Chef livestreams & AR plating guides;Mood-weather menu,Yes,2,5,2,3,Yes,6,Not interested,55,Free delivery,Price,4
25-34,Woman,10-20k,2,27,0-1,Snack 14-17;Dinner 18-22,59.48,2.8,Arab;Western-comfort,4,8.6,Omnivore,Eggs;None,3,2,No,AI meal-builder;Reusable-pack rewards;Dynamic off-peak pricing;Group cart & split pay,Yes,3,4,1,3,Yes,9,Immediately,45,Free delivery,Price,4
18-24,Woman,5-10k,4,33,2-3,Snack 14-17;Dinner 18-22;Lunch 11-14,25.27,11.4,Desserts / Bakery;Asian-street;Western-comfort,3,5.8,Omnivore,Dairy;Nuts,3,4,Maybe,AI meal-builder;Reusable-pack rewards;Chef livestreams & AR plating guides,Yes,5,2,4,4,Yes,10,After friends’ reviews,32,Free delivery,Packaging waste,5
25-34,Woman,35k+,1,58,6+,Late night 22-02;Lunch 11-14;Breakfast 6-10,37.98,10.1,Desserts / Bakery;Western-comfort;Asian-street,3,5.2,Omnivore,None;Nuts,4,4,No,Group cart & split pay;Community impact badges;AI meal-builder,No,3,5,2,4,Yes,8,Immediately,51,Off-peak % discount,Quality trust,3
35-44,Woman,20-35k,1,5,2-3,Dinner 18-22;Breakfast 6-10,47.89,7.3,Healthy bowls;Arab,2,8.3,Omnivore,Nuts;Seafood,5,3,Maybe,Reusable-pack rewards;AI meal-builder;Group cart & split pay;Dynamic off-peak pricing;Chef livestreams & AR plating guides,No,4,2,3,3,Yes,4,Not interested,40,Free delivery,Price,3
25-34,Woman,20-35k,6,57,6+,Dinner 18-22;Late night 22-02;Lunch 11-14,67.66,7.6,Asian-street,2,11.7,Omnivore,Dairy,2,3,Maybe,Dynamic off-peak pricing;Freshness alerts;Community impact badges;Group cart & split pay;Chef livestreams & AR plating guides,No,3,2,2,3,No,4,1-3 months,32,Off-peak % discount,Quality trust,4
55+,Woman,20-35k,2,23,6+,Lunch 11-14;Dinner 18-22;Late night 22-02,42.47,7.8,Indian,2,6.8,Omnivore,Seafood,4,3,Yes,Community impact badges;Mood-weather menu;AI meal-builder;Freshness alerts;Reusable-pack rewards,No,5,2,3,3,Yes,6,Within 1 month,34,Free delivery,Quality trust,4
55+,Man,35k+,1,13,2-3,Lunch 11-14,54.97,10.9,Healthy bowls,1,7.9,Omnivore,Soy,5,4,No,Chef livestreams & AR plating guides;Dynamic off-peak pricing;AI meal-builder;Mood-weather menu,No,3,5,4,3,No,1,Not interested,49,Loyalty points,Other,3
25-34,Man,20-35k,3,47,2-3,Lunch 11-14;Dinner 18-22,52.29,11.4,Asian-street,4,7.3,Omnivore,Seafood,3,3,Maybe,Dynamic off-peak pricing;Chef livestreams & AR plating guides;Mood-weather menu,No,3,5,4,4,Yes,5,Immediately,45,Free delivery,Price,2
25-34,Woman,5-10k,3,26,6+,Lunch 11-14;Dinner 18-22;Breakfast 6-10,128.69,8.9,Arab,3,11.0,Omnivore,Gluten;Nuts,4,4,Maybe,Mood-weather menu;Dynamic off-peak pricing;Chef livestreams & AR plating guides;Reusable-pack rewards;Group cart & split pay,No,3,4,2,4,No,4,Within 1 month,48,Off-peak % discount,App ease,4
45-54,Man,5-10k,1,35,0-1,Lunch 11-14;Breakfast 6-10;Snack 14-17,37.17,10.2,Indian;Asian-street;Healthy bowls,2,1.0,Vegan,Seafood,3,2,Maybe,Dynamic off-peak pricing;Freshness alerts,Yes,4,4,2,3,Yes,5,1-3 months,43,Free delivery,Delivery speed,4
18-24,Woman,10-20k,2,13,4-5,Dinner 18-22;Lunch 11-14;Late night 22-02,102.11,13.9,Indian;Desserts / Bakery,2,9.0,Vegetarian,None,4,3,No,Reusable-pack rewards;Group cart & split pay,No,3,5,3,3,Yes,7,Within 1 month,38,Loyalty points,Delivery speed,4
25-34,Non-binary,20-35k,2,56,2-3,Snack 14-17,82.42,7.1,Healthy bowls;Asian-street,2,4.1,Omnivore,None;Dairy,4,4,Maybe,AI meal-builder;Group cart & split pay,No,2,3,3,1,No,4,Immediately,32,Off-peak % discount,Delivery speed,3
25-34,Woman,10-20k,4,50,2-3,Lunch 11-14;Breakfast 6-10;Dinner 18-22,85.07,8.9,Desserts / Bakery,3,1.0,Vegetarian,None,2,4,No,Dynamic off-peak pricing;Reusable-pack rewards,Yes,3,4,2,4,Yes,6,1-3 months,26,Loyalty points,Delivery speed,4
25-34,Woman,10-20k,3,5,2-3,Snack 14-17;Lunch 11-14;Dinner 18-22,24.46,1.4,Indian;Arab;Asian-street,3,5.6,Vegan,None;Nuts,3,2,Maybe,Mood-weather menu;Chef livestreams & AR plating guides;Community impact badges;Group cart & split pay;AI meal-builder,Yes,3,3,2,5,Yes,9,After friends’ reviews,33,Free delivery,App ease,2
45-54,Woman,5-10k,2,5,2-3,Dinner 18-22;Lunch 11-14;Breakfast 6-10,96.69,9.6,Healthy bowls;Asian-street;Arab,2,4.8,Omnivore,None;Dairy,2,4,No,Freshness alerts;Community impact badges;Mood-weather menu;Group cart & split pay;Chef livestreams & AR plating guides,No,5,2,4,2,No,10,Within 1 month,43,Off-peak % discount,Price,5
25-34,Man,5-10k,3,26,0-1,Dinner 18-22;Lunch 11-14,58.31,15.6,Indian;Arab;Desserts / Bakery,4,5.5,Omnivore,Soy,4,3,Yes,Mood-weather menu;Freshness alerts;AI meal-builder;Group cart & split pay;Community impact badges,Yes,3,4,3,5,Yes,9,Immediately,22,Free dessert add-on,Delivery speed,4
25-34,Woman,5-10k,4,44,0-1,Lunch 11-14,37.89,7.7,Western-comfort;Desserts / Bakery,4,17.3,Omnivore,None;Nuts,4,3,Yes,Group cart & split pay;Community impact badges;Chef livestreams & AR plating guides,Yes,3,1,3,4,Yes,8,After friends’ reviews,45,Off-peak % discount,Price,3
45-54,Woman,35k+,3,14,0-1,Late night 22-02;Snack 14-17;Lunch 11-14,46.8,11.0,Asian-street;Desserts / Bakery;Indian,2,10.5,Vegetarian,Seafood,5,5,Yes,Community impact badges;Chef livestreams & AR plating guides;Group cart & split pay;Freshness alerts,Yes,4,4,4,3,No,9,Immediately,40,Off-peak % discount,Price,3
25-34,Man,10-20k,5,52,4-5,Dinner 18-22,29.19,6.9,Western-comfort;Indian;Healthy bowls,2,8.4,Low-carb,Gluten;None,4,3,No,Mood-weather menu;Freshness alerts;Reusable-pack rewards,Yes,2,5,3,3,No,6,Within 1 month,28,Free delivery,Price,3
35-44,Man,<5k,5,27,4-5,Dinner 18-22;Snack 14-17;Lunch 11-14,34.54,1.8,Asian-street;Western-comfort;Arab,4,5.0,Omnivore,None,5,4,Maybe,Mood-weather menu;Freshness alerts;Chef livestreams & AR plating guides,No,5,5,3,4,No,6,After friends’ reviews,40,Off-peak % discount,App ease,3
25-34,Man,35k+,3,50,0-1,Late night 22-02;Dinner 18-22,130.09,5.5,Healthy bowls;Asian-street,1,5.5,Pescatarian,None;Dairy,3,5,Maybe,Dynamic off-peak pricing;Community impact badges;Chef livestreams & AR plating guides;AI meal-builder;Group cart & split pay,No,1,2,2,5,Yes,10,Not interested,44,Off-peak % discount,Other,3
55+,Man,20-35k,1,21,2-3,Lunch 11-14,99.84,9.1,Asian-street;Arab;Indian,2,8.4,Omnivore,Dairy;Soy,4,4,Yes,AI meal-builder;Freshness alerts,Yes,3,3,4,4,Yes,5,1-3 months,23,Loyalty points,Price,4
25-34,Woman,20-35k,2,12,0-1,Breakfast 6-10;Late night 22-02,31.76,8.2,Western-comfort,2,4.2,Omnivore,None;Seafood,4,4,Yes,Community impact badges;AI meal-builder;Group cart & split pay;Freshness alerts,Yes,4,3,2,2,Yes,4,Within 1 month,44,Free delivery,Packaging waste,4
25-34,Woman,<5k,2,45,2-3,Dinner 18-22;Lunch 11-14,51.6,9.1,Asian-street;Indian;Desserts / Bakery,3,4.9,High-protein,None,3,3,Yes,AI meal-builder;Dynamic off-peak pricing;Community impact badges;Chef livestreams & AR plating guides,No,4,3,2,2,No,2,Immediately,38,Free delivery,Price,3
25-34,Man,5-10k,3,60,0-1,Lunch 11-14;Dinner 18-22,109.63,11.5,Desserts / Bakery;Western-comfort,2,8.2,Omnivore,None,5,4,Yes,Dynamic off-peak pricing;AI meal-builder;Group cart & split pay,No,5,5,2,5,Yes,10,Within 1 month,39,Loyalty points,Price,3
25-34,Woman,<5k,4,43,4-5,Lunch 11-14;Dinner 18-22;Breakfast 6-10,57.87,11.2,Indian,1,9.2,Omnivore,Seafood,3,4,Maybe,AI meal-builder;Community impact badges;Chef livestreams & AR plating guides;Mood-weather menu,Yes,3,4,4,3,No,5,Within 1 month,39,Free delivery,Delivery speed,4
55+,Woman,5-10k,3,13,0-1,Dinner 18-22,57.55,9.1,Healthy bowls,4,7.6,Omnivore,None,2,3,Yes,Mood-weather menu;AI meal-builder;Reusable-pack rewards;Community impact badges;Group cart & split pay,Yes,4,3,4,4,Yes,4,1-3 months,37,Loyalty points,Price,4
35-44,Man,5-10k,1,28,2-3,Snack 14-17,41.48,10.3,Indian;Healthy bowls;Arab,1,8.0,Omnivore,Seafood;Nuts,4,5,Yes,Mood-weather menu;Chef livestreams & AR plating guides;Dynamic off-peak pricing;Freshness alerts;Reusable-pack rewards,Yes,4,5,3,5,No,10,Immediately,30,Loyalty points,Price,4
45-54,Man,10-20k,5,49,2-3,Snack 14-17;Dinner 18-22;Lunch 11-14,58.84,19.0,Indian;Desserts / Bakery,2,4.8,Omnivore,None;Soy,4,2,Maybe,Chef livestreams & AR plating guides;Freshness alerts;Mood-weather menu,Yes,2,5,4,3,Yes,4,1-3 months,43,Free delivery,Price,5
45-54,Man,<5k,5,13,6+,Lunch 11-14;Snack 14-17;Breakfast 6-10,54.21,7.5,Desserts / Bakery;Western-comfort;Arab,2,8.3,Omnivore,Seafood;Eggs,3,2,Maybe,Reusable-pack rewards;Mood-weather menu;AI meal-builder;Community impact badges;Dynamic off-peak pricing,Yes,5,3,3,1,No,5,Not interested,32,Free dessert add-on,Quality trust,4
25-34,Woman,5-10k,3,47,2-3,Lunch 11-14,71.58,0.6,Asian-street,2,11.3,Omnivore,None,3,4,Yes,Group cart & split pay;Community impact badges;Dynamic off-peak pricing;AI meal-builder,Yes,2,3,5,3,No,9,Immediately,45,Free delivery,Price,4
35-44,Man,35k+,3,29,0-1,Dinner 18-22;Lunch 11-14,46.03,4.6,Indian;Western-comfort,2,11.2,Pescatarian,None,5,5,No,Reusable-pack rewards;Freshness alerts;Community impact badges;AI meal-builder,No,2,4,4,2,Yes,3,Within 1 month,30,Loyalty points,App ease,4
18-24,Man,5-10k,3,20,0-1,Lunch 11-14,96.73,5.3,Indian;Western-comfort,1,9.1,Omnivore,Eggs,5,5,Maybe,Dynamic off-peak pricing;AI meal-builder;Mood-weather menu,Yes,4,5,1,4,Yes,6,After friends’ reviews,15,Loyalty points,Quality trust,4
25-34,Woman,5-10k,1,5,2-3,Snack 14-17,46.26,5.8,Healthy bowls,3,11.6,Omnivore,Gluten,4,5,No,Chef livestreams & AR plating guides;Community impact badges;Mood-weather menu;AI meal-builder;Freshness alerts,Yes,5,4,2,3,Yes,7,Immediately,34,Off-peak % discount,Other,5
25-34,Woman,5-10k,2,54,2-3,Lunch 11-14;Dinner 18-22;Breakfast 6-10,49.32,1.9,Indian;Desserts / Bakery;Asian-street,2,6.1,Vegan,None;Seafood,3,5,Maybe,Group cart & split pay;Community impact badges;Reusable-pack rewards,No,3,2,3,4,Yes,10,Immediately,27,Off-peak % discount,Delivery speed,5
25-34,Man,35k+,5,13,0-1,Lunch 11-14,82.55,8.2,Western-comfort;Indian;Arab,2,11.8,Omnivore,Seafood,3,3,No,Group cart & split pay;Community impact badges;Mood-weather menu,Yes,3,5,4,4,Yes,8,After friends’ reviews,24,Loyalty points,App ease,4
35-44,Woman,<5k,2,78,4-5,Breakfast 6-10;Dinner 18-22;Lunch 11-14,43.67,17.4,Healthy bowls;Arab;Asian-street,1,3.8,Omnivore,None,2,3,No,Reusable-pack rewards;Dynamic off-peak pricing;Group cart & split pay;Freshness alerts,Yes,4,4,1,5,Yes,10,1-3 months,34,Free delivery,App ease,2
25-34,Woman,20-35k,1,9,2-3,Late night 22-02,52.16,11.7,Western-comfort;Indian,3,10.7,Vegan,Dairy,2,4,Maybe,Chef livestreams & AR plating guides;AI meal-builder;Freshness alerts;Reusable-pack rewards;Mood-weather menu,No,3,3,2,4,No,6,Immediately,43,Free delivery,Other,3
55+,Man,<5k,5,28,4-5,Snack 14-17,44.3,8.5,Asian-street,3,8.7,Vegetarian,Seafood,3,2,No,Community impact badges;AI meal-builder,No,3,3,5,4,Yes,6,Within 1 month,40,Off-peak % discount,App ease,3
25-34,Woman,10-20k,5,62,2-3,Lunch 11-14;Snack 14-17;Dinner 18-22,51.25,12.0,Indian;Asian-street,2,6.3,Vegetarian,None,3,5,No,Group cart & split pay;Chef livestreams & AR plating guides;Reusable-pack rewards;Community impact badges;Mood-weather menu,Yes,4,3,3,1,Yes,6,Not interested,47,Loyalty points,Quality trust,3
35-44,Man,35k+,5,36,2-3,Dinner 18-22;Late night 22-02,62.2,6.9,Healthy bowls,1,9.0,Omnivore,Dairy;None,3,5,No,Dynamic off-peak pricing;Reusable-pack rewards,No,5,3,4,2,No,10,After friends’ reviews,33,Off-peak % discount,Quality trust,3
25-34,Man,5-10k,4,56,2-3,Dinner 18-22,57.32,11.6,Indian;Western-comfort,2,6.9,Vegetarian,Eggs,3,4,Yes,Reusable-pack rewards;AI meal-builder;Mood-weather menu;Group cart & split pay;Community impact badges,Yes,3,4,3,3,No,7,Not interested,39,Off-peak % discount,Delivery speed,2
25-34,Woman,20-35k,1,22,2-3,Dinner 18-22;Lunch 11-14;Snack 14-17,59.81,5.4,Indian;Desserts / Bakery,2,11.8,Omnivore,Soy,4,4,No,AI meal-builder;Freshness alerts;Community impact badges;Dynamic off-peak pricing,Yes,4,2,3,5,Yes,4,Within 1 month,46,Off-peak % discount,Delivery speed,5
35-44,Man,5-10k,1,45,4-5,Dinner 18-22;Lunch 11-14;Snack 14-17,66.11,13.5,Indian;Western-comfort,3,11.6,Vegetarian,Soy,5,3,Yes,Reusable-pack rewards;Chef livestreams & AR plating guides;Mood-weather menu;Dynamic off-peak pricing;Group cart & split pay,No,2,5,2,2,No,5,Immediately,35,Off-peak % discount,Delivery speed,2
25-34,Woman,20-35k,8,46,4-5,Lunch 11-14;Snack 14-17;Dinner 18-22,72.35,2.1,Healthy bowls;Asian-street,2,5.7,Vegetarian,Nuts;None,2,4,Maybe,Freshness alerts;Group cart & split pay;Chef livestreams & AR plating guides;AI meal-builder,No,4,5,4,2,Yes,6,Not interested,39,Off-peak % discount,App ease,4
35-44,Man,<5k,1,15,4-5,Dinner 18-22;Lunch 11-14,46.4,13.8,Arab;Healthy bowls;Indian,4,12.9,Vegetarian,None;Gluten,4,5,Maybe,Dynamic off-peak pricing;AI meal-builder;Chef livestreams & AR plating guides;Freshness alerts;Reusable-pack rewards,Yes,4,4,3,3,No,7,1-3 months,24,Loyalty points,Packaging waste,2
25-34,Woman,20-35k,1,29,2-3,Dinner 18-22,68.25,7.3,Western-comfort;Indian,2,7.6,Vegetarian,None,2,2,Yes,Freshness alerts;Group cart & split pay;Dynamic off-peak pricing;AI meal-builder;Community impact badges,No,2,5,3,3,Yes,5,Immediately,15,Off-peak % discount,Quality trust,3
55+,Woman,5-10k,4,62,6+,Lunch 11-14;Breakfast 6-10,44.22,11.8,Asian-street,2,1.0,Omnivore,None,3,2,Maybe,Reusable-pack rewards;Group cart & split pay,No,3,5,3,3,Yes,0,Immediately,55,Off-peak % discount,Quality trust,2
25-34,Non-binary,20-35k,2,50,0-1,Dinner 18-22,40.83,12.9,Indian;Desserts / Bakery;Western-comfort,3,9.5,Pescatarian,Nuts,4,3,No,Community impact badges;Mood-weather menu;AI meal-builder,Yes,3,4,4,4,Yes,6,1-3 months,48,Free dessert add-on,Quality trust,4
35-44,Woman,10-20k,4,26,2-3,Snack 14-17;Lunch 11-14,41.08,4.2,Western-comfort;Asian-street,1,10.8,Omnivore,None,1,5,Yes,Chef livestreams & AR plating guides;Community impact badges;Reusable-pack rewards;AI meal-builder,Yes,5,2,4,4,No,10,Not interested,36,Free delivery,Quality trust,2
25-34,Man,35k+,4,6,6+,Dinner 18-22,54.91,0.0,Healthy bowls;Indian;Asian-street,2,4.9,Omnivore,None;Gluten,5,3,No,Freshness alerts;Community impact badges;Reusable-pack rewards,Yes,4,4,2,2,No,6,Immediately,35,Free delivery,Price,3
25-34,Woman,20-35k,3,65,2-3,Dinner 18-22,25.15,1.5,Western-comfort,4,7.9,Omnivore,Dairy,4,3,No,AI meal-builder;Chef livestreams & AR plating guides;Reusable-pack rewards;Community impact badges;Dynamic off-peak pricing,No,3,4,4,3,Yes,10,1-3 months,26,Loyalty points,Quality trust,2
35-44,Man,20-35k,4,5,2-3,Snack 14-17;Lunch 11-14,85.08,11.0,Arab;Indian;Desserts / Bakery,4,9.6,Vegetarian,None,4,3,Maybe,Freshness alerts;Group cart & split pay;Community impact badges;Chef livestreams & AR plating guides;AI meal-builder,Yes,3,3,2,3,Yes,6,Immediately,48,Free dessert add-on,Quality trust,3
25-34,Non-binary,10-20k,3,25,2-3,Breakfast 6-10,122.56,9.2,Asian-street;Arab,3,7.4,Omnivore,Nuts,3,4,No,Chef livestreams & AR plating guides;AI meal-builder;Freshness alerts;Community impact badges;Mood-weather menu,Yes,4,2,2,4,No,3,Not interested,38,Off-peak % discount,Quality trust,3
25-34,Woman,35k+,6,27,0-1,Dinner 18-22;Late night 22-02;Lunch 11-14,72.86,3.3,Asian-street;Indian,3,11.3,Omnivore,Dairy;None,3,4,Maybe,Chef livestreams & AR plating guides;Reusable-pack rewards,Yes,4,3,1,3,Yes,7,Immediately,38,Loyalty points,Packaging waste,4
25-34,Man,5-10k,4,51,0-1,Dinner 18-22,26.02,0.0,Healthy bowls,3,5.2,Omnivore,Nuts,4,5,No,AI meal-builder;Freshness alerts;Chef livestreams & AR plating guides;Dynamic off-peak pricing;Mood-weather menu,Yes,5,4,3,4,No,10,Within 1 month,45,Off-peak % discount,Other,3
55+,Man,35k+,2,20,4-5,Lunch 11-14;Dinner 18-22;Breakfast 6-10,70.36,13.4,Healthy bowls,2,9.5,Vegetarian,Eggs,2,4,Yes,Community impact badges;AI meal-builder;Group cart & split pay;Dynamic off-peak pricing,No,2,3,3,4,Yes,3,Immediately,59,Loyalty points,Price,4
35-44,Man,10-20k,2,28,2-3,Breakfast 6-10;Lunch 11-14;Snack 14-17,52.2,8.5,Asian-street;Arab;Desserts / Bakery,2,7.8,Omnivore,Gluten;None,3,5,Yes,Chef livestreams & AR plating guides;AI meal-builder,No,2,5,4,2,Yes,4,1-3 months,38,Free delivery,Price,4
